pp_no,model,emotion,trial,muscle,bin,zdiff,emo
pp408,adult,131,trial5,cheek,diff_bin5,0.11689306076284445,happy
pp408,adult,131,trial5,cheek,diff_bin6,0.12270006708254455,happy
pp408,adult,131,trial5,cheek,diff_bin7,0.20030877715101594,happy
pp408,adult,131,trial5,cheek,diff_bin8,0.19507588328755848,happy
pp408,adult,131,trial5,cheek,diff_bin9,0.5400704110913288,happy
pp408,adult,131,trial6,brow,diff_bin1,0.4416651623203846,happy
pp408,adult,131,trial6,brow,diff_bin10,1.4425681380786428,happy
pp408,adult,131,trial6,brow,diff_bin2,0.04021049698671486,happy
pp408,adult,131,trial6,brow,diff_bin3,-0.008995879379777139,happy
pp408,adult,131,trial6,brow,diff_bin4,0.13057874178704654,happy
pp408,adult,131,trial6,brow,diff_bin5,-0.017678649169361238,happy
pp408,adult,131,trial6,brow,diff_bin6,-0.017774990581728323,happy
pp408,adult,131,trial6,brow,diff_bin7,0.24396054146656718,happy
pp408,adult,131,trial6,brow,diff_bin8,NA,happy
pp408,adult,131,trial6,brow,diff_bin9,2.206688007591682,happy
pp408,adult,131,trial6,cheek,diff_bin1,-0.02926091190915328,happy
pp408,adult,131,trial6,cheek,diff_bin10,0.04917602596504528,happy
pp408,adult,131,trial6,cheek,diff_bin2,0.04827250472243391,happy
pp408,adult,131,trial6,cheek,diff_bin3,0.13249762555711145,happy
pp408,adult,131,trial6,cheek,diff_bin4,0.09004153883398812,happy
pp408,adult,131,trial6,cheek,diff_bin5,0.10737785267659353,happy
pp408,adult,131,trial6,cheek,diff_bin6,0.061439444497572354,happy
pp408,adult,131,trial6,cheek,diff_bin7,0.051293653877415635,happy
pp408,adult,131,trial6,cheek,diff_bin8,0.09947204180374418,happy
pp408,adult,131,trial6,cheek,diff_bin9,0.10611668760878186,happy
pp408,adult,131,trial7,brow,diff_bin1,0.026590229813317184,happy
pp408,adult,131,trial7,brow,diff_bin10,-0.09702784493020702,happy
pp408,adult,131,trial7,brow,diff_bin2,0.04092101490292199,happy
pp408,adult,131,trial7,brow,diff_bin3,0.2718634230233859,happy
pp408,adult,131,trial7,brow,diff_bin4,0.24191328645376645,happy
pp408,adult,131,trial7,brow,diff_bin5,0.014439169178517758,happy
pp408,adult,131,trial7,brow,diff_bin6,0.14004428555211318,happy
pp408,adult,131,trial7,brow,diff_bin7,0.10462677383066116,happy
pp408,adult,131,trial7,brow,diff_bin8,-0.09628119898436197,happy
pp408,adult,131,trial7,brow,diff_bin9,-0.1445482465802748,happy
pp408,adult,131,trial7,cheek,diff_bin1,-0.026578583220150775,happy
pp408,adult,131,trial7,cheek,diff_bin10,-0.026211527715339855,happy
pp408,adult,131,trial7,cheek,diff_bin2,-0.018578655551196033,happy
pp408,adult,131,trial7,cheek,diff_bin3,-0.043369019645345175,happy
pp408,adult,131,trial7,cheek,diff_bin4,-0.039340820772036156,happy
pp408,adult,131,trial7,cheek,diff_bin5,-0.026145645958066177,happy
pp408,adult,131,trial7,cheek,diff_bin6,-0.002456448378349574,happy
pp408,adult,131,trial7,cheek,diff_bin7,0.0023905666210759513,happy
pp408,adult,131,trial7,cheek,diff_bin8,0.014202224532297303,happy
pp408,adult,131,trial7,cheek,diff_bin9,-0.019839820619007742,happy
pp408,adult,131,trial8,brow,diff_bin1,0.21788814674472312,happy
pp408,adult,131,trial8,brow,diff_bin10,-0.18822703441220476,happy
pp408,adult,131,trial8,brow,diff_bin2,-0.026879254050418522,happy
pp408,adult,131,trial8,brow,diff_bin3,0.40149079336330745,happy
pp408,adult,131,trial8,brow,diff_bin4,0.5784579252051085,happy
pp408,adult,131,trial8,brow,diff_bin5,-0.035610194546186164,happy
pp408,adult,131,trial8,brow,diff_bin6,0.03293672035299938,happy
pp408,adult,131,trial8,brow,diff_bin7,-0.20499044016407875,happy
pp408,adult,131,trial8,brow,diff_bin8,-0.3058358135593316,happy
pp408,adult,131,trial8,brow,diff_bin9,-0.3769116905331533,happy
pp408,adult,131,trial8,cheek,diff_bin1,NA,happy
pp408,adult,131,trial8,cheek,diff_bin10,NA,happy
pp408,adult,131,trial8,cheek,diff_bin2,NA,happy
pp408,adult,131,trial8,cheek,diff_bin3,NA,happy
pp408,adult,131,trial8,cheek,diff_bin4,NA,happy
pp408,adult,131,trial8,cheek,diff_bin5,NA,happy
pp408,adult,131,trial8,cheek,diff_bin6,NA,happy
pp408,adult,131,trial8,cheek,diff_bin7,NA,happy
pp408,adult,131,trial8,cheek,diff_bin8,NA,happy
pp408,adult,131,trial8,cheek,diff_bin9,NA,happy
pp408,adult,232,trial1,brow,diff_bin1,0.2483440757292699,angry
pp408,adult,232,trial1,brow,diff_bin10,0.009754568002168035,angry
pp408,adult,232,trial1,brow,diff_bin2,0.03288854964681584,angry
pp408,adult,232,trial1,brow,diff_bin3,-0.028264161853195358,angry
pp408,adult,232,trial1,brow,diff_bin4,0.026409589665128963,angry
pp408,adult,232,trial1,brow,diff_bin5,0.20167870411395997,angry
pp408,adult,232,trial1,brow,diff_bin6,-0.03257544005662269,angry
pp408,adult,232,trial1,brow,diff_bin7,-0.10890192400445081,angry
pp408,adult,232,trial1,brow,diff_bin8,-0.04068016137200431,angry
pp408,adult,232,trial1,brow,diff_bin9,-0.13320404527404966,angry
pp408,adult,232,trial1,cheek,diff_bin1,-0.027839748287962485,angry
pp408,adult,232,trial1,cheek,diff_bin10,0.5422821557998045,angry
pp408,adult,232,trial1,cheek,diff_bin2,-0.026136234278455683,angry
pp408,adult,232,trial1,cheek,diff_bin3,-0.0034917331355085457,angry
pp408,adult,232,trial1,cheek,diff_bin4,0.014117519415802526,angry
pp408,adult,232,trial1,cheek,diff_bin5,-0.02596682404546602,angry
pp408,adult,232,trial1,cheek,diff_bin6,0.03975493467489971,angry
pp408,adult,232,trial1,cheek,diff_bin7,0.07241346292345613,angry
pp408,adult,232,trial1,cheek,diff_bin8,0.5741218679222444,angry
pp408,adult,232,trial1,cheek,diff_bin9,0.6455659278458155,angry
pp408,adult,232,trial2,brow,diff_bin1,-0.03141934310821762,angry
pp408,adult,232,trial2,brow,diff_bin10,0.3142416017883603,angry
pp408,adult,232,trial2,brow,diff_bin2,0.0020231696597089177,angry
pp408,adult,232,trial2,brow,diff_bin3,-0.030720867868556212,angry
pp408,adult,232,trial2,brow,diff_bin4,0.4068256990731351,angry
pp408,adult,232,trial2,brow,diff_bin5,0.5354896552893857,angry
pp408,adult,232,trial2,brow,diff_bin6,0.4005032938865447,angry
pp408,adult,232,trial2,brow,diff_bin7,-0.01573977824547354,angry
pp408,adult,232,trial2,brow,diff_bin8,0.07244874210005278,angry
pp408,adult,232,trial2,brow,diff_bin9,0.34804539485266356,angry
pp408,adult,232,trial2,cheek,diff_bin1,0.08577804797041577,angry
pp408,adult,232,trial2,cheek,diff_bin10,7.606792399943077,angry
pp408,adult,232,trial2,cheek,diff_bin2,0.11785305208311908,angry
pp408,adult,232,trial2,cheek,diff_bin3,0.5659995884183526,angry
pp408,adult,232,trial2,cheek,diff_bin4,1.6345922797188839,angry
pp408,adult,232,trial2,cheek,diff_bin5,3.812567881752005,angry
pp408,adult,232,trial2,cheek,diff_bin6,8.410436898527438,angry
pp408,adult,232,trial2,cheek,diff_bin7,6.57258998593944,angry
pp408,adult,232,trial2,cheek,diff_bin8,5.993988158522582,angry
pp408,adult,232,trial2,cheek,diff_bin9,7.397533115482442,angry
pp408,adult,232,trial3,brow,diff_bin1,NA,angry
pp408,adult,232,trial3,brow,diff_bin10,NA,angry
pp408,adult,232,trial3,brow,diff_bin2,NA,angry
pp408,adult,232,trial3,brow,diff_bin3,NA,angry
pp408,adult,232,trial3,brow,diff_bin4,NA,angry
pp408,adult,232,trial3,brow,diff_bin5,NA,angry
pp408,adult,232,trial3,brow,diff_bin6,NA,angry
pp408,adult,232,trial3,brow,diff_bin7,NA,angry
pp408,adult,232,trial3,brow,diff_bin8,NA,angry
pp408,adult,232,trial3,brow,diff_bin9,NA,angry
pp408,adult,232,trial3,cheek,diff_bin1,-0.4270737856872458,angry
pp408,adult,232,trial3,cheek,diff_bin10,-0.30867485618671575,angry
pp408,adult,232,trial3,cheek,diff_bin2,-0.3366181329503941,angry
pp408,adult,232,trial3,cheek,diff_bin3,-0.42725260759984596,angry
pp408,adult,232,trial3,cheek,diff_bin4,-0.4140197860674338,angry
pp408,adult,232,trial3,cheek,diff_bin5,-0.4364572302589492,angry
pp408,adult,232,trial3,cheek,diff_bin6,-0.36026027213205797,angry
pp408,adult,232,trial3,cheek,diff_bin7,NA,angry
pp408,adult,232,trial3,cheek,diff_bin8,0.15863385983556702,angry
pp408,adult,232,trial3,cheek,diff_bin9,0.30224667901272034,angry
pp408,adult,232,trial4,brow,diff_bin1,-0.020894043807113072,angry
pp408,adult,232,trial4,brow,diff_bin10,0.17977307547699248,angry
pp408,adult,232,trial4,brow,diff_bin2,-0.031901050170053125,angry
pp408,adult,232,trial4,brow,diff_bin3,0.05348152654028154,angry
pp408,adult,232,trial4,brow,diff_bin4,-0.1004479650692387,angry
pp408,adult,232,trial4,brow,diff_bin5,-0.12526792143031062,angry
pp408,adult,232,trial4,brow,diff_bin6,-0.03957223512978281,angry
pp408,adult,232,trial4,brow,diff_bin7,0.05589006184945888,angry
pp408,adult,232,trial4,brow,diff_bin8,0.32642879045279727,angry
pp408,adult,232,trial4,brow,diff_bin9,0.21757503715453,angry
pp408,adult,232,trial4,cheek,diff_bin1,0.07352404111749927,angry
pp408,adult,232,trial4,cheek,diff_bin10,0.0490819091689399,angry
pp408,adult,232,trial4,cheek,diff_bin2,0.06959937071990613,angry
pp408,adult,232,trial4,cheek,diff_bin3,0.020197464444208058,angry
pp408,adult,232,trial4,cheek,diff_bin4,0.061288857623803705,angry
pp408,adult,232,trial4,cheek,diff_bin5,0.05914299467260181,angry
pp408,adult,232,trial4,cheek,diff_bin6,0.11155663842367108,angry
pp408,adult,232,trial4,cheek,diff_bin7,0.08322748279596076,angry
pp408,adult,232,trial4,cheek,diff_bin8,NA,angry
pp408,adult,232,trial4,cheek,diff_bin9,0.06988172110822222,angry
pp408,adult,232,trial5,brow,diff_bin1,-0.055492653523444624,angry
pp408,adult,232,trial5,brow,diff_bin10,-0.2857245437277013,angry
pp408,adult,232,trial5,brow,diff_bin2,0.13148194252798798,angry
pp408,adult,232,trial5,brow,diff_bin3,-0.025650901042738095,angry
pp408,adult,232,trial5,brow,diff_bin4,-0.1650087540317357,angry
pp408,adult,232,trial5,brow,diff_bin5,-0.14330785089604836,angry
pp408,adult,232,trial5,brow,diff_bin6,-0.060634876408538096,angry
pp408,adult,232,trial5,brow,diff_bin7,-0.06020134005288613,angry
pp408,adult,232,trial5,brow,diff_bin8,0.0728581931026129,angry
pp408,adult,232,trial5,brow,diff_bin9,-0.03001034995234897,angry
pp408,adult,232,trial5,cheek,diff_bin1,0.06008416263365535,angry
pp408,adult,232,trial5,cheek,diff_bin10,0.3846082872845119,angry
pp408,adult,232,trial5,cheek,diff_bin2,-0.03918082221865715,angry
pp408,adult,232,trial5,cheek,diff_bin3,-0.08478040993169911,angry
pp408,adult,232,trial5,cheek,diff_bin4,0.01261165067811687,angry
pp408,adult,232,trial5,cheek,diff_bin5,0.08593804652379483,angry
pp408,adult,232,trial5,cheek,diff_bin6,0.5425645061881206,angry
pp408,adult,232,trial5,cheek,diff_bin7,0.13077528818838358,angry
pp408,adult,232,trial5,cheek,diff_bin8,0.13301526793569088,angry
pp408,adult,232,trial5,cheek,diff_bin9,0.37096135184923623,angry
pp408,adult,232,trial6,brow,diff_bin1,-0.13681684823781565,angry
pp408,adult,232,trial6,brow,diff_bin10,-0.20051056448900895,angry
pp408,adult,232,trial6,brow,diff_bin2,-0.2261253375021094,angry
pp408,adult,232,trial6,brow,diff_bin3,-0.06083960190981827,angry
pp408,adult,232,trial6,brow,diff_bin4,-0.10540954780614392,angry
pp408,adult,232,trial6,brow,diff_bin5,-0.05053107078653943,angry
pp408,adult,232,trial6,brow,diff_bin6,-0.11364673856353014,angry
pp408,adult,232,trial6,brow,diff_bin7,-0.07570026476744213,angry
pp408,adult,232,trial6,brow,diff_bin8,-0.15090677979650274,angry
pp408,adult,232,trial6,brow,diff_bin9,-0.11029887448377373,angry
pp408,adult,232,trial6,cheek,diff_bin1,0.05023954576103573,angry
pp408,adult,232,trial6,cheek,diff_bin10,0.15622446985527016,angry
pp408,adult,232,trial6,cheek,diff_bin2,0.12193772103409123,angry
pp408,adult,232,trial6,cheek,diff_bin3,0.14309517679857378,angry
pp408,adult,232,trial6,cheek,diff_bin4,0.054521859983829135,angry
pp408,adult,232,trial6,cheek,diff_bin5,0.08534511070833115,angry
pp408,adult,232,trial6,cheek,diff_bin6,0.028206803792773294,angry
pp408,adult,232,trial6,cheek,diff_bin7,0.023783314375821873,angry
pp408,adult,232,trial6,cheek,diff_bin8,0.08590981148496327,angry
pp408,adult,232,trial6,cheek,diff_bin9,0.03420204370468416,angry
pp408,adult,232,trial7,brow,diff_bin1,-0.17236682940127238,angry
pp408,adult,232,trial7,brow,diff_bin10,-0.7058935284136786,angry
pp408,adult,232,trial7,brow,diff_bin2,-0.3155422108553161,angry
pp408,adult,232,trial7,brow,diff_bin3,0.3085695011352479,angry
pp408,adult,232,trial7,brow,diff_bin4,0.4675328315409485,angry
pp408,adult,232,trial7,brow,diff_bin5,-0.4099688376516115,angry
pp408,adult,232,trial7,brow,diff_bin6,-0.2410462137424626,angry
pp408,adult,232,trial7,brow,diff_bin7,-0.36355636224376525,angry
pp408,adult,232,trial7,brow,diff_bin8,-0.5839855137396703,angry
pp408,adult,232,trial7,brow,diff_bin9,-0.44412186833574535,angry
pp408,adult,232,trial7,cheek,diff_bin1,NA,angry
pp408,adult,232,trial7,cheek,diff_bin10,NA,angry
pp408,adult,232,trial7,cheek,diff_bin2,NA,angry
pp408,adult,232,trial7,cheek,diff_bin3,NA,angry
pp408,adult,232,trial7,cheek,diff_bin4,NA,angry
pp408,adult,232,trial7,cheek,diff_bin5,NA,angry
pp408,adult,232,trial7,cheek,diff_bin6,NA,angry
pp408,adult,232,trial7,cheek,diff_bin7,NA,angry
pp408,adult,232,trial7,cheek,diff_bin8,NA,angry
pp408,adult,232,trial7,cheek,diff_bin9,NA,angry
pp408,adult,232,trial8,brow,diff_bin1,-0.009200604881057228,angry
pp408,adult,232,trial8,brow,diff_bin10,0.4906427278325046,angry
pp408,adult,232,trial8,brow,diff_bin2,0.09470360835685082,angry
pp408,adult,232,trial8,brow,diff_bin3,0.07470072261413346,angry
pp408,adult,232,trial8,brow,diff_bin4,0.13450465434100545,angry
pp408,adult,232,trial8,brow,diff_bin5,0.3233699506101422,angry
pp408,adult,232,trial8,brow,diff_bin6,0.28270183191468373,angry
pp408,adult,232,trial8,brow,diff_bin7,0.20750735956216895,angry
pp408,adult,232,trial8,brow,diff_bin8,0.2139381488376723,angry
pp408,adult,232,trial8,brow,diff_bin9,0.5029623859389464,angry
pp408,adult,232,trial8,cheek,diff_bin1,0.8712956516248864,angry
pp408,adult,232,trial8,cheek,diff_bin10,-0.0578159478475164,angry
pp408,adult,232,trial8,cheek,diff_bin2,NA,angry
pp408,adult,232,trial8,cheek,diff_bin3,0.6037686586954294,angry
pp408,adult,232,trial8,cheek,diff_bin4,-0.03123736462736562,angry
pp408,adult,232,trial8,cheek,diff_bin5,0.28288685405384983,angry
pp408,adult,232,trial8,cheek,diff_bin6,-0.050136017285319856,angry
pp408,adult,232,trial8,cheek,diff_bin7,-0.09460620344509765,angry
pp408,adult,232,trial8,cheek,diff_bin8,-0.1423704774685627,angry
pp408,adult,232,trial8,cheek,diff_bin9,0.17351372529982284,angry
pp408,adult,434,trial1,brow,diff_bin1,NA,fear
pp408,adult,434,trial1,brow,diff_bin10,NA,fear
pp408,adult,434,trial1,brow,diff_bin2,NA,fear
pp408,adult,434,trial1,brow,diff_bin3,NA,fear
pp408,adult,434,trial1,brow,diff_bin4,NA,fear
pp408,adult,434,trial1,brow,diff_bin5,NA,fear
pp408,adult,434,trial1,brow,diff_bin6,NA,fear
pp408,adult,434,trial1,brow,diff_bin7,NA,fear
pp408,adult,434,trial1,brow,diff_bin8,NA,fear
pp408,adult,434,trial1,brow,diff_bin9,NA,fear
pp408,adult,434,trial1,cheek,diff_bin1,-0.1319141014212583,fear
pp408,adult,434,trial1,cheek,diff_bin10,-0.039886698189447234,fear
pp408,adult,434,trial1,cheek,diff_bin2,0.15031393505985413,fear
pp408,adult,434,trial1,cheek,diff_bin3,0.1345776067510397,fear
pp408,adult,434,trial1,cheek,diff_bin4,-0.07208405413708743,fear
pp408,adult,434,trial1,cheek,diff_bin5,-0.2506518513877676,fear
pp408,adult,434,trial1,cheek,diff_bin6,-0.002428213339518051,fear
pp408,adult,434,trial1,cheek,diff_bin7,0.15426684049627878,fear
pp408,adult,434,trial1,cheek,diff_bin8,-0.04229608816974417,fear
pp408,adult,434,trial1,cheek,diff_bin9,0.060808861963666486,fear
pp408,adult,434,trial2,brow,diff_bin1,NA,fear
pp408,adult,434,trial2,brow,diff_bin10,-0.14215175394764334,fear
pp408,adult,434,trial2,brow,diff_bin2,-0.012885663904098454,fear
pp408,adult,434,trial2,brow,diff_bin3,-0.037886260413358686,fear
pp408,adult,434,trial2,brow,diff_bin4,-0.07580864885635508,fear
pp408,adult,434,trial2,brow,diff_bin5,-0.1022302811980298,fear
pp408,adult,434,trial2,brow,diff_bin6,-0.12293164218040853,fear
pp408,adult,434,trial2,brow,diff_bin7,-0.06282664353988943,fear
pp408,adult,434,trial2,brow,diff_bin8,-0.10854064370807426,fear
pp408,adult,434,trial2,brow,diff_bin9,-0.17805097273093073,fear
pp408,adult,434,trial2,cheek,diff_bin1,0.966024206904921,fear
pp408,adult,434,trial2,cheek,diff_bin10,-0.9909086877951754,fear
pp408,adult,434,trial2,cheek,diff_bin2,0.5755336198638248,fear
pp408,adult,434,trial2,cheek,diff_bin3,0.5523244179442455,fear
pp408,adult,434,trial2,cheek,diff_bin4,0.008715215319355485,fear
pp408,adult,434,trial2,cheek,diff_bin5,0.6022063198800809,fear
pp408,adult,434,trial2,cheek,diff_bin6,0.6354295489052693,fear
pp408,adult,434,trial2,cheek,diff_bin7,0.6071380399960011,fear
pp408,adult,434,trial2,cheek,diff_bin8,0.2720069524240716,fear
pp408,adult,434,trial2,cheek,diff_bin9,-0.8133008818647698,fear
pp408,adult,434,trial3,brow,diff_bin1,-0.03544159707454381,fear
pp408,adult,434,trial3,brow,diff_bin10,-0.1309038940537855,fear
pp408,adult,434,trial3,brow,diff_bin2,0.05389097754284172,fear
pp408,adult,434,trial3,brow,diff_bin3,-1.9268282473428044e-4,fear
pp408,adult,434,trial3,brow,diff_bin4,-0.009212647557603149,fear
pp408,adult,434,trial3,brow,diff_bin5,-0.06220042435950346,fear
pp408,adult,434,trial3,brow,diff_bin6,-0.20007702813335704,fear
pp408,adult,434,trial3,brow,diff_bin7,-0.1543991559948098,fear
pp408,adult,434,trial3,brow,diff_bin8,-0.06839036010408905,fear
pp408,adult,434,trial3,brow,diff_bin9,-0.243346364962727,fear
pp408,adult,434,trial3,cheek,diff_bin1,0.3705284145871516,fear
pp408,adult,434,trial3,cheek,diff_bin10,0.10424376336628542,fear
pp408,adult,434,trial3,cheek,diff_bin2,0.38179419508096196,fear
pp408,adult,434,trial3,cheek,diff_bin3,0.4919955516407162,fear
pp408,adult,434,trial3,cheek,diff_bin4,0.4271584908037407,fear
pp408,adult,434,trial3,cheek,diff_bin5,0.24009194686474739,fear
pp408,adult,434,trial3,cheek,diff_bin6,0.2634893823765373,fear
pp408,adult,434,trial3,cheek,diff_bin7,0.17198903320291634,fear
pp408,adult,434,trial3,cheek,diff_bin8,0.19779585869500313,fear
pp408,adult,434,trial3,cheek,diff_bin9,0.05411715776057607,fear
pp408,adult,434,trial4,brow,diff_bin1,0.04330546485900755,fear
pp408,adult,434,trial4,brow,diff_bin10,NA,fear
pp408,adult,434,trial4,brow,diff_bin2,0.07324355875208122,fear
pp408,adult,434,trial4,brow,diff_bin3,-0.001156096948405072,fear
pp408,adult,434,trial4,brow,diff_bin4,0.009694354619438572,fear
pp408,adult,434,trial4,brow,diff_bin5,0.0496760407517815,fear
pp408,adult,434,trial4,brow,diff_bin6,0.004949540060359303,fear
pp408,adult,434,trial4,brow,diff_bin7,0.0793853237904833,fear
pp408,adult,434,trial4,brow,diff_bin8,0.2029793131809156,fear
pp408,adult,434,trial4,brow,diff_bin9,0.42525099418834134,fear
pp408,adult,434,trial4,cheek,diff_bin1,NA,fear
pp408,adult,434,trial4,cheek,diff_bin10,NA,fear
pp408,adult,434,trial4,cheek,diff_bin2,NA,fear
pp408,adult,434,trial4,cheek,diff_bin3,NA,fear
pp408,adult,434,trial4,cheek,diff_bin4,NA,fear
pp408,adult,434,trial4,cheek,diff_bin5,NA,fear
pp408,adult,434,trial4,cheek,diff_bin6,NA,fear
pp408,adult,434,trial4,cheek,diff_bin7,NA,fear
pp408,adult,434,trial4,cheek,diff_bin8,NA,fear
pp408,adult,434,trial4,cheek,diff_bin9,NA,fear
pp408,adult,434,trial5,brow,diff_bin1,-0.018172398907742582,fear
pp408,adult,434,trial5,brow,diff_bin10,-0.16397308384878956,fear
pp408,adult,434,trial5,brow,diff_bin2,0.11541701201577553,fear
pp408,adult,434,trial5,brow,diff_bin3,-0.04211323988096477,fear
pp408,adult,434,trial5,brow,diff_bin4,-0.06242923521387517,fear
pp408,adult,434,trial5,brow,diff_bin5,0.17725615607890224,fear
pp408,adult,434,trial5,brow,diff_bin6,0.06232085112496227,fear
pp408,adult,434,trial5,brow,diff_bin7,-0.034273457449592704,fear
pp408,adult,434,trial5,brow,diff_bin8,-0.013511883084484477,fear
pp408,adult,434,trial5,brow,diff_bin9,-0.1271827070011065,fear
pp408,adult,434,trial5,cheek,diff_bin1,-0.06810291366183113,fear
pp408,adult,434,trial5,cheek,diff_bin10,-0.09236622369779035,fear
pp408,adult,434,trial5,cheek,diff_bin2,0.24564483783496305,fear
pp408,adult,434,trial5,cheek,diff_bin3,0.6364177752643754,fear
pp408,adult,434,trial5,cheek,diff_bin4,NA,fear
pp408,adult,434,trial5,cheek,diff_bin5,0.22467561566269098,fear
pp408,adult,434,trial5,cheek,diff_bin6,-0.14513751127406,fear
pp408,adult,434,trial5,cheek,diff_bin7,-0.1754901780180353,fear
pp408,adult,434,trial5,cheek,diff_bin8,-0.19031357340462784,fear
pp408,adult,434,trial5,cheek,diff_bin9,-0.12940118296524544,fear
pp408,adult,434,trial6,brow,diff_bin1,0.038343882122102324,fear
pp408,adult,434,trial6,brow,diff_bin10,0.07005224946742128,fear
pp408,adult,434,trial6,brow,diff_bin2,-0.03021507545362906,fear
pp408,adult,434,trial6,brow,diff_bin3,0.07218380321604323,fear
pp408,adult,434,trial6,brow,diff_bin4,0.05254219776970248,fear
pp408,adult,434,trial6,brow,diff_bin5,-0.08234782222077136,fear
pp408,adult,434,trial6,brow,diff_bin6,NA,fear
pp408,adult,434,trial6,brow,diff_bin7,0.05835881054136566,fear
pp408,adult,434,trial6,brow,diff_bin8,0.10229049458075928,fear
pp408,adult,434,trial6,brow,diff_bin9,-0.02265227458281238,fear
pp408,adult,434,trial6,cheek,diff_bin1,NA,fear
pp408,adult,434,trial6,cheek,diff_bin10,-0.07178288038955033,fear
pp408,adult,434,trial6,cheek,diff_bin2,0.31288187697262493,fear
pp408,adult,434,trial6,cheek,diff_bin3,0.34651921990067697,fear
pp408,adult,434,trial6,cheek,diff_bin4,0.01749631239598448,fear
pp408,adult,434,trial6,cheek,diff_bin5,0.011755187833558223,fear
pp408,adult,434,trial6,cheek,diff_bin6,0.038098479063445656,fear
pp408,adult,434,trial6,cheek,diff_bin7,0.003519968174340138,fear
pp408,adult,434,trial6,cheek,diff_bin8,-0.021496276230461908,fear
pp408,adult,434,trial6,cheek,diff_bin9,0.09786264459034272,fear
pp408,adult,434,trial7,brow,diff_bin1,0.022688402612450087,fear
pp408,adult,434,trial7,brow,diff_bin10,-0.06116475417655706,fear
pp408,adult,434,trial7,brow,diff_bin2,-0.027914924233364696,fear
pp408,adult,434,trial7,brow,diff_bin3,-0.13454078237064307,fear
pp408,adult,434,trial7,brow,diff_bin4,-0.11866853468316471,fear
pp408,adult,434,trial7,brow,diff_bin5,-0.015968589099845415,fear
pp408,adult,434,trial7,brow,diff_bin6,-0.1807605749537551,fear
pp408,adult,434,trial7,brow,diff_bin7,-0.0375611081466197,fear
pp408,adult,434,trial7,brow,diff_bin8,-0.11285192191150165,fear
pp408,adult,434,trial7,brow,diff_bin9,-0.17084945215649064,fear
pp408,adult,434,trial7,cheek,diff_bin1,0.04680428270319048,fear
pp408,adult,434,trial7,cheek,diff_bin10,-0.044733713188872704,fear
pp408,adult,434,trial7,cheek,diff_bin2,0.01919982640549145,fear
pp408,adult,434,trial7,cheek,diff_bin3,-0.010917548348220507,fear
pp408,adult,434,trial7,cheek,diff_bin4,-0.04464900807237787,fear
pp408,adult,434,trial7,cheek,diff_bin5,-0.020752753541229574,fear
pp408,adult,434,trial7,cheek,diff_bin6,-0.023190378560358105,fear
pp408,adult,434,trial7,cheek,diff_bin7,0.028649152734468497,fear
pp408,adult,434,trial7,cheek,diff_bin8,0.034776156160926774,fear
pp408,adult,434,trial7,cheek,diff_bin9,-0.008479923329091976,fear
pp408,adult,434,trial8,brow,diff_bin1,-0.04065607601891258,fear
pp408,adult,434,trial8,brow,diff_bin10,0.014848620181077965,fear
pp408,adult,434,trial8,brow,diff_bin2,-0.08482861358922406,fear
pp408,adult,434,trial8,brow,diff_bin3,0.013307157583204499,fear
pp408,adult,434,trial8,brow,diff_bin4,0.05409570304412181,fear
pp408,adult,434,trial8,brow,diff_bin5,0.02084587310092939,fear
pp408,adult,434,trial8,brow,diff_bin6,-0.05851536533646212,fear
pp408,adult,434,trial8,brow,diff_bin7,0.05411978839721354,fear
pp408,adult,434,trial8,brow,diff_bin8,-0.009056092762506629,fear
pp408,adult,434,trial8,brow,diff_bin9,-0.09663043660419263,fear
pp408,adult,434,trial8,cheek,diff_bin1,-0.02709622559873015,fear
pp408,adult,434,trial8,cheek,diff_bin10,-0.023039791686589595,fear
pp408,adult,434,trial8,cheek,diff_bin2,-0.029684437491627247,fear
pp408,adult,434,trial8,cheek,diff_bin3,-0.024517425385443548,fear
pp408,adult,434,trial8,cheek,diff_bin4,0.015256332648677262,fear
pp408,adult,434,trial8,cheek,diff_bin5,-0.02979737764695367,fear
pp408,adult,434,trial8,cheek,diff_bin6,-2.72938708705428e-4,fear
pp408,adult,434,trial8,cheek,diff_bin7,NA,fear
pp408,adult,434,trial8,cheek,diff_bin8,-0.015755151668035428,fear
pp408,adult,434,trial8,cheek,diff_bin9,-0.018268070124048352,fear
pp408,adult,535,trial1,brow,diff_bin1,0.2606035204529823,sad
pp408,adult,535,trial1,brow,diff_bin10,-0.12189597199746233,sad
pp408,adult,535,trial1,brow,diff_bin2,0.12919383398426956,sad
pp408,adult,535,trial1,brow,diff_bin3,0.06936581690430588,sad
pp408,adult,535,trial1,brow,diff_bin4,0.19633175572758638,sad
pp408,adult,535,trial1,brow,diff_bin5,0.016522552220956166,sad
pp408,adult,535,trial1,brow,diff_bin6,0.16262430407565032,sad
pp408,adult,535,trial1,brow,diff_bin7,-0.008526214994487469,sad
pp408,adult,535,trial1,brow,diff_bin8,-0.016064930512212472,sad
pp408,adult,535,trial1,brow,diff_bin9,-0.10263973220058992,sad
pp408,adult,535,trial1,cheek,diff_bin1,-0.02200450692943079,sad
pp408,adult,535,trial1,cheek,diff_bin10,-0.04035728216997403,sad
pp408,adult,535,trial1,cheek,diff_bin2,-0.04711486813033816,sad
pp408,adult,535,trial1,cheek,diff_bin3,-0.04401842553847213,sad
