pp_no,emotion,trial,muscle,bin,zdiff
pp416,323,trial5,brow,diff_bin6,0.26460715424408776
pp416,323,trial5,cheek,diff_bin1,NA
pp416,323,trial5,cheek,diff_bin2,NA
pp416,323,trial5,cheek,diff_bin3,NA
pp416,323,trial5,cheek,diff_bin4,NA
pp416,323,trial5,cheek,diff_bin5,NA
pp416,323,trial5,cheek,diff_bin6,NA
pp416,323,trial6,brow,diff_bin1,0.01929602253675644
pp416,323,trial6,brow,diff_bin2,0.06402552823793856
pp416,323,trial6,brow,diff_bin3,0.5000445621247462
pp416,323,trial6,brow,diff_bin4,-0.22358509737276527
pp416,323,trial6,brow,diff_bin5,0.08123250901175597
pp416,323,trial6,brow,diff_bin6,-0.21936379229317127
pp416,323,trial6,cheek,diff_bin1,0.19073384298371926
pp416,323,trial6,cheek,diff_bin2,0.22893704634948936
pp416,323,trial6,cheek,diff_bin3,0.9589521363524349
pp416,323,trial6,cheek,diff_bin4,-0.21451482759835733
pp416,323,trial6,cheek,diff_bin5,0.15449018020913569
pp416,323,trial6,cheek,diff_bin6,-0.3464938054959438
pp416,323,trial7,brow,diff_bin1,0.05649057070678609
pp416,323,trial7,brow,diff_bin2,-0.018849399815024648
pp416,323,trial7,brow,diff_bin3,-0.04125257182447439
pp416,323,trial7,brow,diff_bin4,-0.0658648454682964
pp416,323,trial7,brow,diff_bin5,0.0202468967185081
pp416,323,trial7,brow,diff_bin6,0.056231241384490094
pp416,323,trial7,cheek,diff_bin1,-0.14564873306170267
pp416,323,trial7,cheek,diff_bin2,0.25431701608653545
pp416,323,trial7,cheek,diff_bin3,2.1960493023802323
pp416,323,trial7,cheek,diff_bin4,1.6528332978539038
pp416,323,trial7,cheek,diff_bin5,1.012690577525131
pp416,323,trial7,cheek,diff_bin6,0.011851301495495287
pp416,323,trial8,brow,diff_bin1,-0.021039291869967724
pp416,323,trial8,brow,diff_bin2,-0.13550917568931242
pp416,323,trial8,brow,diff_bin3,-0.2425497546643659
pp416,323,trial8,brow,diff_bin4,-0.13189297236174202
pp416,323,trial8,brow,diff_bin5,-0.2504785085738196
pp416,323,trial8,brow,diff_bin6,-0.2852286377614677
pp416,323,trial8,cheek,diff_bin1,0.1605412415547191
pp416,323,trial8,cheek,diff_bin2,-0.10824502225713672
pp416,323,trial8,cheek,diff_bin3,0.2991513048128805
pp416,323,trial8,cheek,diff_bin4,0.3048888396638742
pp416,323,trial8,cheek,diff_bin5,0.17297256706520586
pp416,323,trial8,cheek,diff_bin6,0.9782496920944386
pp416,424,trial1,brow,diff_bin1,0.18151611842254453
pp416,424,trial1,brow,diff_bin2,0.21079631986769243
pp416,424,trial1,brow,diff_bin3,-0.16502949687732688
pp416,424,trial1,brow,diff_bin4,-0.11728408720574074
pp416,424,trial1,brow,diff_bin5,0.05210598420204271
pp416,424,trial1,brow,diff_bin6,0.48768800015683333
pp416,424,trial1,cheek,diff_bin1,0.6134772919639082
pp416,424,trial1,cheek,diff_bin2,0.24384523116723528
pp416,424,trial1,cheek,diff_bin3,-0.5052322697067717
pp416,424,trial1,cheek,diff_bin4,-0.002273067085776237
pp416,424,trial1,cheek,diff_bin5,0.8206085706146753
pp416,424,trial1,cheek,diff_bin6,0.9401405466770454
pp416,424,trial2,brow,diff_bin1,-0.19483315936192386
pp416,424,trial2,brow,diff_bin2,0.15938668291996275
pp416,424,trial2,brow,diff_bin3,-0.043836260257718473
pp416,424,trial2,brow,diff_bin4,-0.1521734858442514
pp416,424,trial2,brow,diff_bin5,-0.024088812604372928
pp416,424,trial2,brow,diff_bin6,0.05737901375539234
pp416,424,trial2,cheek,diff_bin1,0.1994655558580458
pp416,424,trial2,cheek,diff_bin2,-0.23411023351022148
pp416,424,trial2,cheek,diff_bin3,-0.2808883865030232
pp416,424,trial2,cheek,diff_bin4,-0.2658704674121707
pp416,424,trial2,cheek,diff_bin5,-0.25069578507402324
pp416,424,trial2,cheek,diff_bin6,-0.23356156214468932
pp416,424,trial3,brow,diff_bin1,NA
pp416,424,trial3,brow,diff_bin2,NA
pp416,424,trial3,brow,diff_bin3,NA
pp416,424,trial3,brow,diff_bin4,NA
pp416,424,trial3,brow,diff_bin5,NA
pp416,424,trial3,brow,diff_bin6,NA
pp416,424,trial3,cheek,diff_bin1,0.470650297353514
pp416,424,trial3,cheek,diff_bin2,1.4062447098590072
pp416,424,trial3,cheek,diff_bin3,3.377338752371041
pp416,424,trial3,cheek,diff_bin4,1.9205065426099657
pp416,424,trial3,cheek,diff_bin5,1.4935148096280846
pp416,424,trial3,cheek,diff_bin6,1.7428467544506416
pp416,424,trial4,brow,diff_bin1,0.07080650977649006
pp416,424,trial4,brow,diff_bin2,0.10696374065733616
pp416,424,trial4,brow,diff_bin3,0.37672386458334023
pp416,424,trial4,brow,diff_bin4,1.5190887388761247
pp416,424,trial4,brow,diff_bin5,0.5442506067864792
pp416,424,trial4,brow,diff_bin6,0.7466715500229862
pp416,424,trial4,cheek,diff_bin1,0.24613397457774122
pp416,424,trial4,cheek,diff_bin2,-0.15972607266878575
pp416,424,trial4,cheek,diff_bin3,0.22357574329200333
pp416,424,trial4,cheek,diff_bin4,0.6616976668318231
pp416,424,trial4,cheek,diff_bin5,0.15869143523663928
pp416,424,trial4,cheek,diff_bin6,2.146449410936122
pp416,424,trial5,brow,diff_bin1,-0.11588178790740011
pp416,424,trial5,brow,diff_bin2,-0.028127626679388507
pp416,424,trial5,brow,diff_bin3,-0.037386643964322785
pp416,424,trial5,brow,diff_bin4,-0.03328059636130476
pp416,424,trial5,brow,diff_bin5,-0.03994632042328028
pp416,424,trial5,brow,diff_bin6,-0.08635666432452838
pp416,424,trial5,cheek,diff_bin1,-0.7458011490055434
pp416,424,trial5,cheek,diff_bin2,-0.72064064781471
pp416,424,trial5,cheek,diff_bin3,-0.7957145669442434
pp416,424,trial5,cheek,diff_bin4,-0.8364103059420025
pp416,424,trial5,cheek,diff_bin5,-0.7731720119832349
pp416,424,trial5,cheek,diff_bin6,-0.7326957415316888
pp416,424,trial6,brow,diff_bin1,1.084049393540213
pp416,424,trial6,brow,diff_bin2,0.8455960816891503
pp416,424,trial6,brow,diff_bin3,0.20690157763839706
pp416,424,trial6,brow,diff_bin4,0.7762398951595741
pp416,424,trial6,brow,diff_bin5,0.8073930305990811
pp416,424,trial6,brow,diff_bin6,2.5171416477061093
pp416,424,trial6,cheek,diff_bin1,NA
pp416,424,trial6,cheek,diff_bin2,NA
pp416,424,trial6,cheek,diff_bin3,NA
pp416,424,trial6,cheek,diff_bin4,NA
pp416,424,trial6,cheek,diff_bin5,NA
pp416,424,trial6,cheek,diff_bin6,NA
pp416,424,trial7,brow,diff_bin1,-0.6644065261169041
pp416,424,trial7,brow,diff_bin2,-0.5260399254874797
pp416,424,trial7,brow,diff_bin3,-0.46629813346228044
pp416,424,trial7,brow,diff_bin4,-0.5956218245753504
pp416,424,trial7,brow,diff_bin5,-0.32286020386351433
pp416,424,trial7,brow,diff_bin6,-0.10781376454708384
pp416,424,trial7,cheek,diff_bin1,0.047906848373325095
pp416,424,trial7,cheek,diff_bin2,-0.12004929477844362
pp416,424,trial7,cheek,diff_bin3,-0.12040985024722192
pp416,424,trial7,cheek,diff_bin4,0.31197453844160417
pp416,424,trial7,cheek,diff_bin5,0.6406130100706574
pp416,424,trial7,cheek,diff_bin6,0.6218641256941863
pp416,424,trial8,brow,diff_bin1,-0.11639084176227721
pp416,424,trial8,brow,diff_bin2,-0.20995109837280224
pp416,424,trial8,brow,diff_bin3,-0.1735345381696603
pp416,424,trial8,brow,diff_bin4,0.055914283323906244
pp416,424,trial8,brow,diff_bin5,0.5597431325962294
pp416,424,trial8,brow,diff_bin6,0.38074827147378376
pp416,424,trial8,cheek,diff_bin1,-0.20294569994799305
pp416,424,trial8,cheek,diff_bin2,-0.01990893240645386
pp416,424,trial8,cheek,diff_bin3,0.21721115545182984
pp416,424,trial8,cheek,diff_bin4,0.5269596557818463
pp416,424,trial8,cheek,diff_bin5,1.2503279840994879
pp416,424,trial8,cheek,diff_bin6,0.43192977527167065
pp416,434,trial1,brow,diff_bin1,-0.04432610453316632
pp416,434,trial1,brow,diff_bin2,0.12160144018248145
pp416,434,trial1,brow,diff_bin3,0.09361788534881293
pp416,434,trial1,brow,diff_bin4,2.1938492283054347
pp416,434,trial1,brow,diff_bin5,0.28419612286714135
pp416,434,trial1,brow,diff_bin6,1.527171169421013
pp416,434,trial1,cheek,diff_bin1,-0.1337660789167483
pp416,434,trial1,cheek,diff_bin2,0.01023664004835767
pp416,434,trial1,cheek,diff_bin3,0.0442856173608126
pp416,434,trial1,cheek,diff_bin4,-0.0415892895073402
pp416,434,trial1,cheek,diff_bin5,0.24111755066430401
pp416,434,trial1,cheek,diff_bin6,0.8718231235059231
pp416,434,trial2,brow,diff_bin1,-0.2739238002673101
pp416,434,trial2,brow,diff_bin2,-0.3179137371604633
pp416,434,trial2,brow,diff_bin3,-0.28995899669593883
pp416,434,trial2,brow,diff_bin4,-0.03084097977378045
pp416,434,trial2,brow,diff_bin5,-0.01808581903270902
pp416,434,trial2,brow,diff_bin6,-0.21320231969121542
pp416,434,trial2,cheek,diff_bin1,NA
pp416,434,trial2,cheek,diff_bin2,NA
pp416,434,trial2,cheek,diff_bin3,NA
pp416,434,trial2,cheek,diff_bin4,NA
pp416,434,trial2,cheek,diff_bin5,NA
pp416,434,trial2,cheek,diff_bin6,NA
pp416,434,trial3,brow,diff_bin1,-0.3987284378196315
pp416,434,trial3,brow,diff_bin2,-0.3402544780367676
pp416,434,trial3,brow,diff_bin3,-0.12525606266891037
pp416,434,trial3,brow,diff_bin4,-0.035470488416247614
pp416,434,trial3,brow,diff_bin5,-0.1982332549209142
pp416,434,trial3,brow,diff_bin6,-0.21168476291629873
pp416,434,trial3,cheek,diff_bin1,-1.1689208297792404
pp416,434,trial3,cheek,diff_bin2,-1.2950055095785378
pp416,434,trial3,cheek,diff_bin3,-1.1552040456409354
pp416,434,trial3,cheek,diff_bin4,-1.0741731231141955
pp416,434,trial3,cheek,diff_bin5,-1.0472098445794706
pp416,434,trial3,cheek,diff_bin6,-1.231688833996123
pp416,434,trial4,brow,diff_bin1,-0.3161272462735361
pp416,434,trial4,brow,diff_bin2,-0.30629674400057927
pp416,434,trial4,brow,diff_bin3,0.6868385124954979
pp416,434,trial4,brow,diff_bin4,1.1545341428612617
pp416,434,trial4,brow,diff_bin5,0.4041455392187011
pp416,434,trial4,brow,diff_bin6,-0.2382660184516265
pp416,434,trial4,cheek,diff_bin1,-0.8928293986434412
pp416,434,trial4,cheek,diff_bin2,-0.6429644587800812
pp416,434,trial4,cheek,diff_bin3,0.10804123003565314
pp416,434,trial4,cheek,diff_bin4,0.056183947830496295
pp416,434,trial4,cheek,diff_bin5,-0.5894768388030573
pp416,434,trial4,cheek,diff_bin6,-0.5699911671642997
pp416,434,trial5,brow,diff_bin1,0.13357861295666537
pp416,434,trial5,brow,diff_bin2,-0.005263424763634839
pp416,434,trial5,brow,diff_bin3,0.01945450156704845
pp416,434,trial5,brow,diff_bin4,-0.14263112726273444
pp416,434,trial5,brow,diff_bin5,-0.0911734663664314
pp416,434,trial5,brow,diff_bin6,-0.03022627323204205
pp416,434,trial5,cheek,diff_bin1,0.23186851907390432
pp416,434,trial5,cheek,diff_bin2,-0.36914609473005855
pp416,434,trial5,cheek,diff_bin3,-0.5730323741618211
pp416,434,trial5,cheek,diff_bin4,-0.80814589245473
pp416,434,trial5,cheek,diff_bin5,-0.6918275629619053
pp416,434,trial5,cheek,diff_bin6,-0.8484340470095223
pp416,434,trial6,brow,diff_bin1,0.0905347478504065
pp416,434,trial6,brow,diff_bin2,0.004245317053880759
pp416,434,trial6,brow,diff_bin3,-0.055448451022745204
pp416,434,trial6,brow,diff_bin4,0.21477270280956265
pp416,434,trial6,brow,diff_bin5,0.2221827980744247
pp416,434,trial6,brow,diff_bin6,0.05018022386425297
pp416,434,trial6,cheek,diff_bin1,0.3247977720703279
pp416,434,trial6,cheek,diff_bin2,-0.1229023858792111
pp416,434,trial6,cheek,diff_bin3,-0.15380042192103816
pp416,434,trial6,cheek,diff_bin4,1.0469433470590692
pp416,434,trial6,cheek,diff_bin5,-0.2697425196203551
pp416,434,trial6,cheek,diff_bin6,-0.028374147760379054
pp416,434,trial7,brow,diff_bin1,-0.2018158414844833
pp416,434,trial7,brow,diff_bin2,-0.002963077626973395
pp416,434,trial7,brow,diff_bin3,-0.1227059909996676
pp416,434,trial7,brow,diff_bin4,0.06287775586703646
pp416,434,trial7,brow,diff_bin5,-0.360112380771832
pp416,434,trial7,brow,diff_bin6,-0.48832191627800103
pp416,434,trial7,cheek,diff_bin1,0.11594209769931685
pp416,434,trial7,cheek,diff_bin2,-0.06707899351749269
pp416,434,trial7,cheek,diff_bin3,-0.11852869127968291
pp416,434,trial7,cheek,diff_bin4,0.14727907083356978
pp416,434,trial7,cheek,diff_bin5,0.2148910593918652
pp416,434,trial7,cheek,diff_bin6,0.034017624662995904
pp416,434,trial8,brow,diff_bin1,-0.07782280866305091
pp416,434,trial8,brow,diff_bin2,-0.0288864050668467
pp416,434,trial8,brow,diff_bin3,0.03350150652474193
pp416,434,trial8,brow,diff_bin4,0.14736628859206297
pp416,434,trial8,brow,diff_bin5,0.030922620486355135
pp416,434,trial8,brow,diff_bin6,0.05842113343943317
pp416,434,trial8,cheek,diff_bin1,-0.0750895954542628
pp416,434,trial8,cheek,diff_bin2,-0.19294420477057767
pp416,434,trial8,cheek,diff_bin3,-0.16488358350478843
pp416,434,trial8,cheek,diff_bin4,-0.16276727966630716
pp416,434,trial8,cheek,diff_bin5,-0.19457454254244472
pp416,434,trial8,cheek,diff_bin6,0.04052329942573468
pp416,525,trial1,brow,diff_bin1,0.6432663839549326
pp416,525,trial1,brow,diff_bin2,1.6610715428331195
pp416,525,trial1,brow,diff_bin3,0.7125313249822192
pp416,525,trial1,brow,diff_bin4,0.49994371183274233
pp416,525,trial1,brow,diff_bin5,0.7440830591948848
pp416,525,trial1,brow,diff_bin6,1.2008772532345067
pp416,525,trial1,cheek,diff_bin1,1.5399010545026492
pp416,525,trial1,cheek,diff_bin2,0.7983011605246093
pp416,525,trial1,cheek,diff_bin3,2.248314169028356
pp416,525,trial1,cheek,diff_bin4,0.6571672089850003
pp416,525,trial1,cheek,diff_bin5,0.4052643469068063
pp416,525,trial1,cheek,diff_bin6,1.1201988125199818
pp416,525,trial2,brow,diff_bin1,NA
pp416,525,trial2,brow,diff_bin2,NA
pp416,525,trial2,brow,diff_bin3,NA
pp416,525,trial2,brow,diff_bin4,NA
pp416,525,trial2,brow,diff_bin5,NA
pp416,525,trial2,brow,diff_bin6,NA
pp416,525,trial2,cheek,diff_bin1,0.4208309373631909
pp416,525,trial2,cheek,diff_bin2,0.182268627629794
pp416,525,trial2,cheek,diff_bin3,-0.9535594806454902
pp416,525,trial2,cheek,diff_bin4,-1.2455310287322636
pp416,525,trial2,cheek,diff_bin5,-0.9179115182106273
pp416,525,trial2,cheek,diff_bin6,-1.1066387916289717
pp416,525,trial3,brow,diff_bin1,1.0321018883684618
pp416,525,trial3,brow,diff_bin2,0.5709135030343818
pp416,525,trial3,brow,diff_bin3,-0.5947766030804602
pp416,525,trial3,brow,diff_bin4,-0.7954734865631854
pp416,525,trial3,brow,diff_bin5,-0.8223428857899531
pp416,525,trial3,brow,diff_bin6,-0.5666537787959292
pp416,525,trial3,cheek,diff_bin1,0.11725890897659427
pp416,525,trial3,cheek,diff_bin2,-0.408321230229057
pp416,525,trial3,cheek,diff_bin3,-0.6875636026354834
pp416,525,trial3,cheek,diff_bin4,-0.5262385448442897
pp416,525,trial3,cheek,diff_bin5,-0.4635802749005134
pp416,525,trial3,cheek,diff_bin6,-0.39374224823063014
pp416,525,trial4,brow,diff_bin1,-0.01432554385941881
pp416,525,trial4,brow,diff_bin2,0.4187448195849876
pp416,525,trial4,brow,diff_bin3,0.48815863485285177
pp416,525,trial4,brow,diff_bin4,-0.35115111196805204
pp416,525,trial4,brow,diff_bin5,0.31421589312031833
pp416,525,trial4,brow,diff_bin6,0.21943582821603114
pp416,525,trial4,cheek,diff_bin1,0.043486124799608575
pp416,525,trial4,cheek,diff_bin2,0.5736437508262711
pp416,525,trial4,cheek,diff_bin3,0.04340774317596131
pp416,525,trial4,cheek,diff_bin4,0.30796139931085464
pp416,525,trial4,cheek,diff_bin5,0.5742394511659917
pp416,525,trial4,cheek,diff_bin6,1.258432643984635
pp416,525,trial5,brow,diff_bin1,-0.6179145415030814
pp416,525,trial5,brow,diff_bin2,-1.0225787393663741
pp416,525,trial5,brow,diff_bin3,-1.7433173571597727
pp416,525,trial5,brow,diff_bin4,-0.7274715753833765
pp416,525,trial5,brow,diff_bin5,-1.5752191299686111
pp416,525,trial5,brow,diff_bin6,-1.3475231825979703
pp416,525,trial5,cheek,diff_bin1,NA
pp416,525,trial5,cheek,diff_bin2,NA
pp416,525,trial5,cheek,diff_bin3,NA
pp416,525,trial5,cheek,diff_bin4,NA
pp416,525,trial5,cheek,diff_bin5,NA
pp416,525,trial5,cheek,diff_bin6,NA
pp416,525,trial6,brow,diff_bin1,0.23244551588454115
pp416,525,trial6,brow,diff_bin2,0.4420988657761888
pp416,525,trial6,brow,diff_bin3,0.0011669819503314915
pp416,525,trial6,brow,diff_bin4,0.02530862089813496
pp416,525,trial6,brow,diff_bin5,-0.1761374361823338
pp416,525,trial6,brow,diff_bin6,-0.001378287324054095
pp416,525,trial6,cheek,diff_bin1,-0.672671094142467
pp416,525,trial6,cheek,diff_bin2,-0.2723604658501798
pp416,525,trial6,cheek,diff_bin3,0.1733174462092547
pp416,525,trial6,cheek,diff_bin4,0.5076307473903838
pp416,525,trial6,cheek,diff_bin5,1.6443994351494378
pp416,525,trial6,cheek,diff_bin6,4.487912301507116
pp416,525,trial7,brow,diff_bin1,-1.2043830014803587
pp416,525,trial7,brow,diff_bin2,-1.4037832383516045
pp416,525,trial7,brow,diff_bin3,-1.5081825001551257
pp416,525,trial7,brow,diff_bin4,-1.5275649657993142
pp416,525,trial7,brow,diff_bin5,-1.5818656444511572
pp416,525,trial7,brow,diff_bin6,-1.5883872966674129
pp416,525,trial7,cheek,diff_bin1,-1.0053070285775405
pp416,525,trial7,cheek,diff_bin2,-1.3399025036038008
pp416,525,trial7,cheek,diff_bin3,-1.285239159272065
pp416,525,trial7,cheek,diff_bin4,-0.7780787016235661
pp416,525,trial7,cheek,diff_bin5,-1.6123256747528987
pp416,525,trial7,cheek,diff_bin6,-1.6627877640571307
pp416,525,trial8,brow,diff_bin1,-0.0027661794378227023
pp416,525,trial8,brow,diff_bin2,0.3403985498824877
pp416,525,trial8,brow,diff_bin3,0.11346138089930524
pp416,525,trial8,brow,diff_bin4,0.12275401494824098
pp416,525,trial8,brow,diff_bin5,0.026120225629024052
pp416,525,trial8,brow,diff_bin6,0.23576877312581446
pp416,525,trial8,cheek,diff_bin1,0.5712609494673885
pp416,525,trial8,cheek,diff_bin2,0.4696783652202856
pp416,525,trial8,cheek,diff_bin3,0.23878177827960984
pp416,525,trial8,cheek,diff_bin4,-0.1360234696777951
pp416,525,trial8,cheek,diff_bin5,-0.3666849117475285
pp416,525,trial8,cheek,diff_bin6,-0.029330403568878005
pp416,535,trial1,brow,diff_bin1,-0.08749483190571578
pp416,535,trial1,brow,diff_bin2,-0.05633209167649411
pp416,535,trial1,brow,diff_bin3,-0.1568414136455773
pp416,535,trial1,brow,diff_bin4,0.12007427861785022
pp416,535,trial1,brow,diff_bin5,-0.2599680408119059
pp416,535,trial1,brow,diff_bin6,-0.11223196781582845
pp416,535,trial1,cheek,diff_bin1,-0.330127722478355
pp416,535,trial1,cheek,diff_bin2,0.9879063081278053
pp416,535,trial1,cheek,diff_bin3,0.17775384610770073
pp416,535,trial1,cheek,diff_bin4,-0.19123548537506305
pp416,535,trial1,cheek,diff_bin5,-0.48659311960340657
pp416,535,trial1,cheek,diff_bin6,-0.6188856239955829
pp416,535,trial3,brow,diff_bin1,-0.16426591609501115
pp416,535,trial3,brow,diff_bin2,-0.10810190823852364
pp416,535,trial3,brow,diff_bin3,-0.2012011349427448
pp416,535,trial3,brow,diff_bin4,-0.17125340061242791
pp416,535,trial3,brow,diff_bin5,0.02052063322537595
pp416,535,trial3,brow,diff_bin6,-0.16878016726090248
pp416,535,trial3,cheek,diff_bin1,-0.21098765453422197
pp416,535,trial3,cheek,diff_bin2,-0.23094361591486434
pp416,535,trial3,cheek,diff_bin3,-0.08910422976242804
pp416,535,trial3,cheek,diff_bin4,-0.24492689757357045
pp416,535,trial3,cheek,diff_bin5,0.2307711763428397
pp416,535,trial3,cheek,diff_bin6,-0.21749332929696086
pp416,535,trial4,brow,diff_bin1,-0.02276815401860688
pp416,535,trial4,brow,diff_bin2,0.3589598060060724
pp416,535,trial4,brow,diff_bin3,0.3552091356224969
pp416,535,trial4,brow,diff_bin4,0.4621824810695477
pp416,535,trial4,brow,diff_bin5,0.0778516230321949
pp416,535,trial4,brow,diff_bin6,0.2372046891881564
pp416,535,trial4,cheek,diff_bin1,0.3327926976823685
pp416,535,trial4,cheek,diff_bin2,0.3516356400072169
pp416,535,trial4,cheek,diff_bin3,0.524968762541201
pp416,535,trial4,cheek,diff_bin4,0.40651845288516564
pp416,535,trial4,cheek,diff_bin5,0.24962979499241778
pp416,535,trial4,cheek,diff_bin6,0.24097646374173864
pp416,535,trial5,brow,diff_bin1,-0.21572837938617156
pp416,535,trial5,brow,diff_bin2,-0.0370792906934537
pp416,535,trial5,brow,diff_bin3,-0.06557189938199925
pp416,535,trial5,brow,diff_bin4,-0.20924034393391727
pp416,535,trial5,brow,diff_bin5,-0.022268704953444407
pp416,535,trial5,brow,diff_bin6,0.07409615025376194
pp416,535,trial5,cheek,diff_bin1,-0.028076297590518717
pp416,535,trial5,cheek,diff_bin2,0.32992393025687167
pp416,535,trial5,cheek,diff_bin3,-0.26348766605328805
pp416,535,trial5,cheek,diff_bin4,-0.4174291748968914
pp416,535,trial5,cheek,diff_bin5,-0.045649457612278344
pp416,535,trial5,cheek,diff_bin6,0.2792423724064266
pp416,535,trial6,brow,diff_bin1,0.0014503232469140204
pp416,535,trial6,brow,diff_bin2,0.40198926392775935
pp416,535,trial6,brow,diff_bin3,0.3802920439623373
pp416,535,trial6,brow,diff_bin4,0.23724310834701506
pp416,535,trial6,brow,diff_bin5,-0.008649113138053333
pp416,535,trial6,brow,diff_bin6,0.22870445029068026
pp416,535,trial6,cheek,diff_bin1,-0.13498883224564862
pp416,535,trial6,cheek,diff_bin2,0.767904766874126
pp416,535,trial6,cheek,diff_bin3,0.6914983601425861
pp416,535,trial6,cheek,diff_bin4,0.23829581221299562
pp416,535,trial6,cheek,diff_bin5,0.6431212220273762
pp416,535,trial6,cheek,diff_bin6,-0.036275015424042656
pp416,535,trial7,brow,diff_bin1,-0.1823853518917215
pp416,535,trial7,brow,diff_bin2,-0.18784087244964964
pp416,535,trial7,brow,diff_bin3,-0.13562923556074566
pp416,535,trial7,brow,diff_bin4,-0.08811434084231151
pp416,535,trial7,brow,diff_bin5,0.09586060374718672
pp416,535,trial7,brow,diff_bin6,0.02535184245185114
pp416,535,trial7,cheek,diff_bin1,-0.26079133819981554
pp416,535,trial7,cheek,diff_bin2,-0.29731717481952996
pp416,535,trial7,cheek,diff_bin3,-0.3636593810747368
pp416,535,trial7,cheek,diff_bin4,0.031713204927760696
pp416,535,trial7,cheek,diff_bin5,0.024941032644620387
pp416,535,trial7,cheek,diff_bin6,-0.10192746339115172
pp416,535,trial8,brow,diff_bin1,-0.09635525041749177
pp416,535,trial8,brow,diff_bin2,0.033458284971025876
pp416,535,trial8,brow,diff_bin3,-0.0834752274101297
pp416,535,trial8,brow,diff_bin4,-0.08139579043690531
pp416,535,trial8,brow,diff_bin5,0.1277677151792947
pp416,535,trial8,brow,diff_bin6,0.054785720532433524
pp416,535,trial8,cheek,diff_bin1,-0.1546939724306191
pp416,535,trial8,cheek,diff_bin2,-0.11525233941121915
pp416,535,trial8,cheek,diff_bin3,-0.27193720508248365
pp416,535,trial8,cheek,diff_bin4,-0.12691552500996073
pp416,535,trial8,cheek,diff_bin5,-0.16021203873540002
pp416,535,trial8,cheek,diff_bin6,0.9550173788453329
pp417,121,trial1,brow,diff_bin1,0.3696176723662227
pp417,121,trial1,brow,diff_bin2,0.4267051378122795
pp417,121,trial1,brow,diff_bin3,0.4390734026764034
pp417,121,trial1,brow,diff_bin4,0.34059032196547906
pp417,121,trial1,brow,diff_bin5,0.5015115317907999
pp417,121,trial1,brow,diff_bin6,0.19326185580530586
pp417,121,trial1,cheek,diff_bin1,-1.1249836562579816
pp417,121,trial1,cheek,diff_bin2,-2.1730022172890053
pp417,121,trial1,cheek,diff_bin3,-2.094144537753187
pp417,121,trial1,cheek,diff_bin4,-2.3766127458504873
pp417,121,trial1,cheek,diff_bin5,-2.1687439025940707
pp417,121,trial1,cheek,diff_bin6,-2.0398904542325442
pp417,121,trial2,brow,diff_bin1,0.6789992195123272
pp417,121,trial2,brow,diff_bin2,0.5103504165813845
pp417,121,trial2,brow,diff_bin3,0.0961678897005851
pp417,121,trial2,brow,diff_bin4,0.19428053984985516
pp417,121,trial2,brow,diff_bin5,-0.05743731653206374
pp417,121,trial2,brow,diff_bin6,0.03794855309391798
pp417,121,trial2,cheek,diff_bin1,0.5964794880089287
pp417,121,trial2,cheek,diff_bin2,-0.4376601214237905
pp417,121,trial2,cheek,diff_bin3,-0.9177456744378518
pp417,121,trial2,cheek,diff_bin4,-0.5805502367426935
pp417,121,trial2,cheek,diff_bin5,-0.6325963052363333
pp417,121,trial2,cheek,diff_bin6,-0.6094121474528028
pp417,121,trial3,brow,diff_bin1,-0.2994107911949099
pp417,121,trial3,brow,diff_bin2,0.6438597648442873
pp417,121,trial3,brow,diff_bin3,0.6119924468041941
pp417,121,trial3,brow,diff_bin4,-0.6731855176419195
pp417,121,trial3,brow,diff_bin5,-0.6653653168958845
pp417,121,trial3,brow,diff_bin6,-0.8664988221363441
pp417,121,trial3,cheek,diff_bin1,-0.18689270049988915
pp417,121,trial3,cheek,diff_bin2,0.1736446103378717
pp417,121,trial3,cheek,diff_bin3,-0.1916241612720384
pp417,121,trial3,cheek,diff_bin4,0.16591655774336134
pp417,121,trial3,cheek,diff_bin5,0.15140674470877102
pp417,121,trial3,cheek,diff_bin6,0.1717520260290123
pp417,121,trial4,brow,diff_bin1,-0.13869537612606325
pp417,121,trial4,brow,diff_bin2,-0.19535067258352323
pp417,121,trial4,brow,diff_bin3,-0.3916582907846534
pp417,121,trial4,brow,diff_bin4,-1.1797698901798186
pp417,121,trial4,brow,diff_bin5,-0.5086628995782927
pp417,121,trial4,brow,diff_bin6,-0.8840942738149231
pp417,121,trial4,cheek,diff_bin1,-0.24351251440660632
pp417,121,trial4,cheek,diff_bin2,0.009305206185226567
pp417,121,trial4,cheek,diff_bin3,0.18247667044588378
pp417,121,trial4,cheek,diff_bin4,-0.5354436440482053
pp417,121,trial4,cheek,diff_bin5,0.06166670539701036
pp417,121,trial4,cheek,diff_bin6,-0.17537947928765923
pp417,121,trial5,brow,diff_bin1,-0.1962870387254826
pp417,121,trial5,brow,diff_bin2,-0.19623559003636404
pp417,121,trial5,brow,diff_bin3,-0.29238290026130165
pp417,121,trial5,brow,diff_bin4,-0.4019994772975025
pp417,121,trial5,brow,diff_bin5,-0.03078689556860148
pp417,121,trial5,brow,diff_bin6,-0.24789007391149087
pp417,121,trial5,cheek,diff_bin1,NA
pp417,121,trial5,cheek,diff_bin2,NA
pp417,121,trial5,cheek,diff_bin3,NA
pp417,121,trial5,cheek,diff_bin4,NA
pp417,121,trial5,cheek,diff_bin5,NA
