pp_no,emotion,trial,muscle,bin,zdiff
pp431,121,trial6,brow,diff_bin4,-0.42449306645918633
pp431,121,trial6,brow,diff_bin5,0.575258813948079
pp431,121,trial6,brow,diff_bin6,-0.17553383531165684
pp431,121,trial6,cheek,diff_bin1,0.28778949316335334
pp431,121,trial6,cheek,diff_bin2,-0.1459386193866314
pp431,121,trial6,cheek,diff_bin3,-0.03361713180687034
pp431,121,trial6,cheek,diff_bin4,-0.2134779386429028
pp431,121,trial6,cheek,diff_bin5,0.21988410713604506
pp431,121,trial6,cheek,diff_bin6,0.27821074598789286
pp431,121,trial7,brow,diff_bin1,-0.5864444019970692
pp431,121,trial7,brow,diff_bin2,-0.4990370210999584
pp431,121,trial7,brow,diff_bin3,-0.6915090326000862
pp431,121,trial7,brow,diff_bin4,-0.2646989514736091
pp431,121,trial7,brow,diff_bin5,0.10390612326937154
pp431,121,trial7,brow,diff_bin6,-0.30101216410408144
pp431,121,trial7,cheek,diff_bin1,-0.07443357677746251
pp431,121,trial7,cheek,diff_bin2,0.3843701095885361
pp431,121,trial7,cheek,diff_bin3,0.5059042775727207
pp431,121,trial7,cheek,diff_bin4,0.3130481003648856
pp431,121,trial7,cheek,diff_bin5,0.2714995218522199
pp431,121,trial7,cheek,diff_bin6,0.12226630152625825
pp431,121,trial8,brow,diff_bin1,0.903555823185948
pp431,121,trial8,brow,diff_bin2,-0.16922196776972637
pp431,121,trial8,brow,diff_bin3,-0.3567803102340478
pp431,121,trial8,brow,diff_bin4,0.28926729665264156
pp431,121,trial8,brow,diff_bin5,0.14297578438334535
pp431,121,trial8,brow,diff_bin6,0.4344003015882925
pp431,121,trial8,cheek,diff_bin1,0.16003219007154462
pp431,121,trial8,cheek,diff_bin2,0.00323358981082425
pp431,121,trial8,cheek,diff_bin3,0.07260324292227893
pp431,121,trial8,cheek,diff_bin4,-0.2697301991255426
pp431,121,trial8,cheek,diff_bin5,0.08340221266786163
pp431,121,trial8,cheek,diff_bin6,0.1856568640441136
pp431,131,trial1,brow,diff_bin1,1.37850388145183
pp431,131,trial1,brow,diff_bin2,4.465846028559424
pp431,131,trial1,brow,diff_bin3,0.21328519497699916
pp431,131,trial1,brow,diff_bin4,0.8457503020899151
pp431,131,trial1,brow,diff_bin5,1.097106444962228
pp431,131,trial1,brow,diff_bin6,0.260344561840252
pp431,131,trial1,cheek,diff_bin1,0.5052331551591537
pp431,131,trial1,cheek,diff_bin2,0.0691866197259367
pp431,131,trial1,cheek,diff_bin3,0.3107296774816532
pp431,131,trial1,cheek,diff_bin4,0.3568540906322776
pp431,131,trial1,cheek,diff_bin5,0.341357263991724
pp431,131,trial1,cheek,diff_bin6,0.08889321423341234
pp431,131,trial2,brow,diff_bin1,-0.10470509384429971
pp431,131,trial2,brow,diff_bin2,0.6018245855644313
pp431,131,trial2,brow,diff_bin3,-1.3703543815875652
pp431,131,trial2,brow,diff_bin4,-0.11289454223731066
pp431,131,trial2,brow,diff_bin5,0.46468128637805917
pp431,131,trial2,brow,diff_bin6,-0.5762575271667381
pp431,131,trial2,cheek,diff_bin1,NA
pp431,131,trial2,cheek,diff_bin2,NA
pp431,131,trial2,cheek,diff_bin3,NA
pp431,131,trial2,cheek,diff_bin4,NA
pp431,131,trial2,cheek,diff_bin5,NA
pp431,131,trial2,cheek,diff_bin6,NA
pp431,131,trial3,brow,diff_bin1,0.2823562011795151
pp431,131,trial3,brow,diff_bin2,-0.5961518944824432
pp431,131,trial3,brow,diff_bin3,-0.10885974083392513
pp431,131,trial3,brow,diff_bin4,-0.8056020306997889
pp431,131,trial3,brow,diff_bin5,-0.7522707448233525
pp431,131,trial3,brow,diff_bin6,-1.3211777427007547
pp431,131,trial3,cheek,diff_bin1,0.038009933059310774
pp431,131,trial3,cheek,diff_bin2,-0.23440475572050085
pp431,131,trial3,cheek,diff_bin3,0.04557531299406925
pp431,131,trial3,cheek,diff_bin4,-0.27052334379612214
pp431,131,trial3,cheek,diff_bin5,-0.007504368806252493
pp431,131,trial3,cheek,diff_bin6,0.15911702314395285
pp431,131,trial4,brow,diff_bin1,-0.9116653745214658
pp431,131,trial4,brow,diff_bin2,-0.7340142671862504
pp431,131,trial4,brow,diff_bin3,-0.316951627073893
pp431,131,trial4,brow,diff_bin4,-1.5890326279453286
pp431,131,trial4,brow,diff_bin5,0.7101649955246523
pp431,131,trial4,brow,diff_bin6,-0.8739539633848694
pp431,131,trial4,cheek,diff_bin1,-0.7803323335932346
pp431,131,trial4,cheek,diff_bin2,0.7839930013036018
pp431,131,trial4,cheek,diff_bin3,-0.9473808034429823
pp431,131,trial4,cheek,diff_bin4,-1.1372474353540178
pp431,131,trial4,cheek,diff_bin5,0.13038078161757172
pp431,131,trial4,cheek,diff_bin6,2.8397019651887025
pp431,131,trial5,brow,diff_bin1,0.427968588460123
pp431,131,trial5,brow,diff_bin2,0.021132771706843023
pp431,131,trial5,brow,diff_bin3,0.7268634805406451
pp431,131,trial5,brow,diff_bin4,-0.42645054436775953
pp431,131,trial5,brow,diff_bin5,0.23869245925970617
pp431,131,trial5,brow,diff_bin6,-0.8611304856572768
pp431,131,trial5,cheek,diff_bin1,-0.06479381847349629
pp431,131,trial5,cheek,diff_bin2,-0.37192383937328855
pp431,131,trial5,cheek,diff_bin3,-0.06265842897578203
pp431,131,trial5,cheek,diff_bin4,-0.5814970657917997
pp431,131,trial5,cheek,diff_bin5,-0.4089575943765013
pp431,131,trial5,cheek,diff_bin6,-0.3441027647744991
pp431,131,trial6,brow,diff_bin1,1.3417512350051477
pp431,131,trial6,brow,diff_bin2,0.859372750392436
pp431,131,trial6,brow,diff_bin3,1.5545570476371904
pp431,131,trial6,brow,diff_bin4,0.5477742261705594
pp431,131,trial6,brow,diff_bin5,1.5163263056268907
pp431,131,trial6,brow,diff_bin6,1.2343296412060931
pp431,131,trial6,cheek,diff_bin1,0.028248152498332124
pp431,131,trial6,cheek,diff_bin2,0.36631081555072564
pp431,131,trial6,cheek,diff_bin3,15.68333766039688
pp431,131,trial6,cheek,diff_bin4,1.768407559749797
pp431,131,trial6,cheek,diff_bin5,-0.010920992002594943
pp431,131,trial6,cheek,diff_bin6,0.09670263868219503
pp431,131,trial7,brow,diff_bin1,NA
pp431,131,trial7,brow,diff_bin2,NA
pp431,131,trial7,brow,diff_bin3,NA
pp431,131,trial7,brow,diff_bin4,NA
pp431,131,trial7,brow,diff_bin5,NA
pp431,131,trial7,brow,diff_bin6,NA
pp431,131,trial7,cheek,diff_bin1,-0.15094153192413295
pp431,131,trial7,cheek,diff_bin2,0.09255388194377928
pp431,131,trial7,cheek,diff_bin3,0.1623506129547771
pp431,131,trial7,cheek,diff_bin4,0.2598463963075517
pp431,131,trial7,cheek,diff_bin5,0.013361437142839605
pp431,131,trial7,cheek,diff_bin6,0.06869853069788762
pp431,131,trial8,brow,diff_bin1,0.26585745880725437
pp431,131,trial8,brow,diff_bin2,-0.2980559729768484
pp431,131,trial8,brow,diff_bin3,0.182325085198544
pp431,131,trial8,brow,diff_bin4,0.8018468689976272
pp431,131,trial8,brow,diff_bin5,0.03467532295187037
pp431,131,trial8,brow,diff_bin6,1.0935909744325458
pp431,131,trial8,cheek,diff_bin1,-0.11421283256345094
pp431,131,trial8,cheek,diff_bin2,-6.101112850611101e-4
pp431,131,trial8,cheek,diff_bin3,0.17443081639898797
pp431,131,trial8,cheek,diff_bin4,-0.04844283603385685
pp431,131,trial8,cheek,diff_bin5,0.19230707705128028
pp431,131,trial8,cheek,diff_bin6,0.063756629288891975
pp431,232,trial1,brow,diff_bin1,-0.5146568958397983
pp431,232,trial1,brow,diff_bin2,-0.11912651272174779
pp431,232,trial1,brow,diff_bin3,0.1591149899968887
pp431,232,trial1,brow,diff_bin4,0.6543968493946862
pp431,232,trial1,brow,diff_bin5,-0.720751355642447
pp431,232,trial1,brow,diff_bin6,0.11984558623918301
pp431,232,trial1,cheek,diff_bin1,0.25484348377005006
pp431,232,trial1,cheek,diff_bin2,-0.05649630499666422
pp431,232,trial1,cheek,diff_bin3,-0.04258576769726949
pp431,232,trial1,cheek,diff_bin4,-0.06174326204819025
pp431,232,trial1,cheek,diff_bin5,0.07022380891054048
pp431,232,trial1,cheek,diff_bin6,-0.2520979829872747
pp431,232,trial2,brow,diff_bin1,-0.12799508610344762
pp431,232,trial2,brow,diff_bin2,0.19910346727202954
pp431,232,trial2,brow,diff_bin3,-0.034395683250645626
pp431,232,trial2,brow,diff_bin4,0.42928688990875385
pp431,232,trial2,brow,diff_bin5,0.6946250178423049
pp431,232,trial2,brow,diff_bin6,0.038390536125284924
pp431,232,trial2,cheek,diff_bin1,0.09963117285048881
pp431,232,trial2,cheek,diff_bin2,-0.06882055295489986
pp431,232,trial2,cheek,diff_bin3,0.027760063470283203
pp431,232,trial2,cheek,diff_bin4,-0.2382484568163863
pp431,232,trial2,cheek,diff_bin5,-0.3151224787340934
pp431,232,trial2,cheek,diff_bin6,-0.029041297168911684
pp431,232,trial3,brow,diff_bin1,-0.075542667859432
pp431,232,trial3,brow,diff_bin2,-0.28423378203059585
pp431,232,trial3,brow,diff_bin3,-0.4859339036711411
pp431,232,trial3,brow,diff_bin4,-0.3387635237694245
pp431,232,trial3,brow,diff_bin5,-1.0612726146767124
pp431,232,trial3,brow,diff_bin6,-0.5497716526078795
pp431,232,trial3,cheek,diff_bin1,0.040145322557024805
pp431,232,trial3,cheek,diff_bin2,-0.03489836550549906
pp431,232,trial3,cheek,diff_bin3,-0.11787350027381778
pp431,232,trial3,cheek,diff_bin4,-0.2855930925371331
pp431,232,trial3,cheek,diff_bin5,-0.1251948356945518
pp431,232,trial3,cheek,diff_bin6,-0.4182312859094312
pp431,232,trial4,brow,diff_bin1,0.2016601731117985
pp431,232,trial4,brow,diff_bin2,-0.0956767263476147
pp431,232,trial4,brow,diff_bin3,0.42405363264297563
pp431,232,trial4,brow,diff_bin4,-0.534351520511771
pp431,232,trial4,brow,diff_bin5,-0.7841097222342288
pp431,232,trial4,brow,diff_bin6,-0.1812864234511377
pp431,232,trial4,cheek,diff_bin1,0.1998114458575328
pp431,232,trial4,cheek,diff_bin2,0.037277799517237475
pp431,232,trial4,cheek,diff_bin3,0.10487812990201484
pp431,232,trial4,cheek,diff_bin4,-0.2565517953682214
pp431,232,trial4,cheek,diff_bin5,0.14514547471605213
pp431,232,trial4,cheek,diff_bin6,0.04807676926282023
pp431,232,trial5,brow,diff_bin1,-0.3451552883688477
pp431,232,trial5,brow,diff_bin2,1.2107999577744666
pp431,232,trial5,brow,diff_bin3,1.03570555627902
pp431,232,trial5,brow,diff_bin4,-0.18392302634839997
pp431,232,trial5,brow,diff_bin5,0.3600161410625057
pp431,232,trial5,brow,diff_bin6,-0.26397987795617406
pp431,232,trial5,cheek,diff_bin1,NA
pp431,232,trial5,cheek,diff_bin2,NA
pp431,232,trial5,cheek,diff_bin3,NA
pp431,232,trial5,cheek,diff_bin4,NA
pp431,232,trial5,cheek,diff_bin5,NA
pp431,232,trial5,cheek,diff_bin6,NA
pp431,232,trial6,brow,diff_bin1,-0.2645391573586236
pp431,232,trial6,brow,diff_bin2,0.3614143395686298
pp431,232,trial6,brow,diff_bin3,0.8473482432397709
pp431,232,trial6,brow,diff_bin4,0.10366643209689304
pp431,232,trial6,brow,diff_bin5,-0.15983406351432422
pp431,232,trial6,brow,diff_bin6,-0.23557647401748777
pp431,232,trial6,cheek,diff_bin1,-0.37253395065834966
pp431,232,trial6,cheek,diff_bin2,-0.2070107590212546
pp431,232,trial6,cheek,diff_bin3,-0.07065088681008341
pp431,232,trial6,cheek,diff_bin4,-0.17900665103694696
pp431,232,trial6,cheek,diff_bin5,-0.1374580725242815
pp431,232,trial6,cheek,diff_bin6,-0.1913919101236885
pp431,232,trial7,brow,diff_bin1,NA
pp431,232,trial7,brow,diff_bin2,NA
pp431,232,trial7,brow,diff_bin3,NA
pp431,232,trial7,brow,diff_bin4,NA
pp431,232,trial7,brow,diff_bin5,NA
pp431,232,trial7,brow,diff_bin6,NA
pp431,232,trial7,cheek,diff_bin1,-0.18315540777536266
pp431,232,trial7,cheek,diff_bin2,0.07620289950414011
pp431,232,trial7,cheek,diff_bin3,-0.04905294731891768
pp431,232,trial7,cheek,diff_bin4,0.250999782674165
pp431,232,trial7,cheek,diff_bin5,0.01287334811479074
pp431,232,trial7,cheek,diff_bin6,3.799162972075897
pp431,232,trial8,brow,diff_bin1,-0.018695911453312286
pp431,232,trial8,brow,diff_bin2,0.771485987150368
pp431,232,trial8,brow,diff_bin3,-0.96379820453551
pp431,232,trial8,brow,diff_bin4,-0.839997713950434
pp431,232,trial8,brow,diff_bin5,0.0584047490272287
pp431,232,trial8,brow,diff_bin6,-1.0235612035401158
pp431,232,trial8,cheek,diff_bin1,-0.3346460398560511
pp431,232,trial8,cheek,diff_bin2,-0.26259189709032704
pp431,232,trial8,cheek,diff_bin3,-0.10298678491832527
pp431,232,trial8,cheek,diff_bin4,-0.022635128675769445
pp431,232,trial8,cheek,diff_bin5,0.3463601765292253
pp431,232,trial8,cheek,diff_bin6,-0.12995370371802897
pp431,323,trial1,brow,diff_bin1,NA
pp431,323,trial1,brow,diff_bin2,NA
pp431,323,trial1,brow,diff_bin3,NA
pp431,323,trial1,brow,diff_bin4,NA
pp431,323,trial1,brow,diff_bin5,NA
pp431,323,trial1,brow,diff_bin6,NA
pp431,323,trial1,cheek,diff_bin1,-0.22653432014321198
pp431,323,trial1,cheek,diff_bin2,-0.25429438361349527
pp431,323,trial1,cheek,diff_bin3,-0.15496826640553682
pp431,323,trial1,cheek,diff_bin4,-0.2119526604302499
pp431,323,trial1,cheek,diff_bin5,-0.2429463137113574
pp431,323,trial1,cheek,diff_bin6,-0.15551736656209195
pp431,323,trial2,brow,diff_bin1,2.171562074125251
pp431,323,trial2,brow,diff_bin2,1.084922143694578
pp431,323,trial2,brow,diff_bin3,0.592796218067746
pp431,323,trial2,brow,diff_bin4,-0.7748816120938113
pp431,323,trial2,brow,diff_bin5,-0.5909186372166655
pp431,323,trial2,brow,diff_bin6,0.12224249796396675
pp431,323,trial2,cheek,diff_bin1,0.15069748741010885
pp431,323,trial2,cheek,diff_bin2,-0.16100836812764213
pp431,323,trial2,cheek,diff_bin3,0.27174356636624464
pp431,323,trial2,cheek,diff_bin4,0.16021522345706313
pp431,323,trial2,cheek,diff_bin5,0.7536094593075553
pp431,323,trial2,cheek,diff_bin6,1.3362657365409714
pp431,323,trial3,brow,diff_bin1,0.3350882591247555
pp431,323,trial3,brow,diff_bin2,-0.6074173795889264
pp431,323,trial3,brow,diff_bin3,-0.6194019382128451
pp431,323,trial3,brow,diff_bin4,-1.184194237629368
pp431,323,trial3,brow,diff_bin5,-0.9683523368125998
pp431,323,trial3,brow,diff_bin6,-1.713951677335304
pp431,323,trial3,cheek,diff_bin1,0.13465156061299985
pp431,323,trial3,cheek,diff_bin2,-0.1251948356945518
pp431,323,trial3,cheek,diff_bin3,-0.04002330030001285
pp431,323,trial3,cheek,diff_bin4,-0.44263573731187794
pp431,323,trial3,cheek,diff_bin5,0.24270226919733268
pp431,323,trial3,cheek,diff_bin6,1.4235726614332243
pp431,323,trial4,brow,diff_bin1,0.005712639610734566
pp431,323,trial4,brow,diff_bin2,0.671894304985607
pp431,323,trial4,brow,diff_bin3,-0.4187404783197055
pp431,323,trial4,brow,diff_bin4,-0.41894022096343775
pp431,323,trial4,brow,diff_bin5,-0.009427852784149093
pp431,323,trial4,brow,diff_bin6,-0.7558661124105277
pp431,323,trial4,cheek,diff_bin1,0.09145568163066925
pp431,323,trial4,cheek,diff_bin2,0.5267090723933067
pp431,323,trial4,cheek,diff_bin3,0.18577888630112582
pp431,323,trial4,cheek,diff_bin4,0.14136278474867275
pp431,323,trial4,cheek,diff_bin5,-0.04215868979772658
pp431,323,trial4,cheek,diff_bin6,0.1833994522893874
pp431,323,trial5,brow,diff_bin1,-0.06867152091505187
pp431,323,trial5,brow,diff_bin2,-0.7521908477658595
pp431,323,trial5,brow,diff_bin3,-0.44211036763634637
pp431,323,trial5,brow,diff_bin4,0.659829849304196
pp431,323,trial5,brow,diff_bin5,0.17948873965754986
pp431,323,trial5,brow,diff_bin6,-0.20621430538888752
pp431,323,trial5,cheek,diff_bin1,NA
pp431,323,trial5,cheek,diff_bin2,NA
pp431,323,trial5,cheek,diff_bin3,NA
pp431,323,trial5,cheek,diff_bin4,NA
pp431,323,trial5,cheek,diff_bin5,NA
pp431,323,trial5,cheek,diff_bin6,NA
pp431,323,trial6,brow,diff_bin1,-0.3531050455893796
pp431,323,trial6,brow,diff_bin2,1.0658267469538012
pp431,323,trial6,brow,diff_bin3,0.457850087962426
pp431,323,trial6,brow,diff_bin4,-0.3805097363094062
pp431,323,trial6,brow,diff_bin5,-0.64061460697718
pp431,323,trial6,brow,diff_bin6,0.06275913866058547
pp431,323,trial6,cheek,diff_bin1,-0.3683851939199337
pp431,323,trial6,cheek,diff_bin2,0.06753931925627138
pp431,323,trial6,cheek,diff_bin3,-0.7578802383029836
pp431,323,trial6,cheek,diff_bin4,0.27149952185221987
pp431,323,trial6,cheek,diff_bin5,-0.06479381847349627
pp431,323,trial6,cheek,diff_bin6,-0.01738817162424342
pp431,323,trial7,brow,diff_bin1,-0.8010079498939532
pp431,323,trial7,brow,diff_bin2,0.8377605963406366
pp431,323,trial7,brow,diff_bin3,-0.5122200355862683
pp431,323,trial7,brow,diff_bin4,-0.10326694680942931
pp431,323,trial7,brow,diff_bin5,0.6537976214634906
pp431,323,trial7,brow,diff_bin6,0.3962894051642324
pp431,323,trial7,cheek,diff_bin1,-0.245813836751145
pp431,323,trial7,cheek,diff_bin2,-0.5039519214605253
pp431,323,trial7,cheek,diff_bin3,0.04563632412257526
pp431,323,trial7,cheek,diff_bin4,0.260578529849625
pp431,323,trial7,cheek,diff_bin5,-0.16149645715569155
pp431,323,trial7,cheek,diff_bin6,-0.12153416798418495
pp431,323,trial8,brow,diff_bin1,-0.023010352557922775
pp431,323,trial8,brow,diff_bin2,-0.368125692398024
pp431,323,trial8,brow,diff_bin3,-0.04650008746080325
pp431,323,trial8,brow,diff_bin4,-0.015060595337390348
pp431,323,trial8,brow,diff_bin5,0.062159910729389534
pp431,323,trial8,brow,diff_bin6,0.26509843676107325
pp431,323,trial8,cheek,diff_bin1,0.05009013650352198
pp431,323,trial8,cheek,diff_bin2,0.16259465746880153
pp431,323,trial8,cheek,diff_bin3,-0.3185391019304361
pp431,323,trial8,cheek,diff_bin4,-0.3273247044353171
pp431,323,trial8,cheek,diff_bin5,-0.0780332333593234
pp431,323,trial8,cheek,diff_bin6,-0.2145151278275068
pp431,424,trial1,brow,diff_bin1,-0.7149588189742199
pp431,424,trial1,brow,diff_bin2,-0.14321547555582353
pp431,424,trial1,brow,diff_bin3,0.8720364340050425
pp431,424,trial1,brow,diff_bin4,-0.09280043227787389
pp431,424,trial1,brow,diff_bin5,-0.7179549586301992
pp431,424,trial1,brow,diff_bin6,-0.06615476360402886
pp431,424,trial1,cheek,diff_bin1,-0.06003495045001886
pp431,424,trial1,cheek,diff_bin2,0.17656620589670224
pp431,424,trial1,cheek,diff_bin3,-0.09188275953021188
pp431,424,trial1,cheek,diff_bin4,0.09005242567502858
pp431,424,trial1,cheek,diff_bin5,0.24733911496379757
pp431,424,trial1,cheek,diff_bin6,0.13385841594242026
pp431,424,trial2,brow,diff_bin1,0.32789752395040495
pp431,424,trial2,brow,diff_bin2,-0.8699990590389761
pp431,424,trial2,brow,diff_bin3,-0.7090863852485
pp431,424,trial2,brow,diff_bin4,-1.7969247715415646
pp431,424,trial2,brow,diff_bin5,-0.6317859821242269
pp431,424,trial2,brow,diff_bin6,-0.16482762960762298
pp431,424,trial2,cheek,diff_bin1,0.0744335767774625
pp431,424,trial2,cheek,diff_bin2,0.5980310816169576
pp431,424,trial2,cheek,diff_bin3,-0.2993205964510094
pp431,424,trial2,cheek,diff_bin4,-0.16082533474212393
pp431,424,trial2,cheek,diff_bin5,0.2982834072664054
pp431,424,trial2,cheek,diff_bin6,-0.2689980655834692
pp431,424,trial3,brow,diff_bin1,-1.1934223477697847
pp431,424,trial3,brow,diff_bin2,0.37683447166473816
pp431,424,trial3,brow,diff_bin3,0.3596965528325352
pp431,424,trial3,brow,diff_bin4,0.1373430418301037
pp431,424,trial3,brow,diff_bin5,-0.9446229107372408
pp431,424,trial3,brow,diff_bin6,-1.2761158022748211
pp431,424,trial3,cheek,diff_bin1,-0.3035303643179311
pp431,424,trial3,cheek,diff_bin2,0.14874513129791306
pp431,424,trial3,cheek,diff_bin3,0.3088993436264696
pp431,424,trial3,cheek,diff_bin4,-0.48302510438292695
pp431,424,trial3,cheek,diff_bin5,-0.07010178665352826
pp431,424,trial3,cheek,diff_bin6,-0.13989851766452585
pp431,424,trial4,brow,diff_bin1,0.22770661385444724
pp431,424,trial4,brow,diff_bin2,-0.6744909593541226
pp431,424,trial4,brow,diff_bin3,-0.9759825058031607
pp431,424,trial4,brow,diff_bin4,-1.044174644373256
pp431,424,trial4,brow,diff_bin5,-0.543619579180935
pp431,424,trial4,brow,diff_bin6,-0.5978696812185383
pp431,424,trial4,cheek,diff_bin1,-0.46941962272606286
pp431,424,trial4,cheek,diff_bin2,-0.6185918319235189
pp431,424,trial4,cheek,diff_bin3,-0.35661004611825287
pp431,424,trial4,cheek,diff_bin4,-0.007138302035215538
pp431,424,trial4,cheek,diff_bin5,-0.43159272305227053
pp431,424,trial4,cheek,diff_bin6,-0.23245239960830508
pp431,424,trial5,brow,diff_bin1,-0.004554132277088979
pp431,424,trial5,brow,diff_bin2,0.7947360308807694
pp431,424,trial5,brow,diff_bin3,0.6295089159856827
pp431,424,trial5,brow,diff_bin4,0.2056949745151849
pp431,424,trial5,brow,diff_bin5,0.1666652619299577
pp431,424,trial5,brow,diff_bin6,-0.40152266243000956
pp431,424,trial5,cheek,diff_bin1,NA
pp431,424,trial5,cheek,diff_bin2,NA
pp431,424,trial5,cheek,diff_bin3,NA
pp431,424,trial5,cheek,diff_bin4,NA
pp431,424,trial5,cheek,diff_bin5,NA
pp431,424,trial5,cheek,diff_bin6,NA
pp431,424,trial6,brow,diff_bin1,0.00894847043919278
pp431,424,trial6,brow,diff_bin2,0.1911936585802435
pp431,424,trial6,brow,diff_bin3,-0.4846555507512562
pp431,424,trial6,brow,diff_bin4,-0.2097297759185705
pp431,424,trial6,brow,diff_bin5,-0.6315462909517483
pp431,424,trial6,brow,diff_bin6,0.03351681561822484
pp431,424,trial6,cheek,diff_bin1,-0.013178403757321405
pp431,424,trial6,cheek,diff_bin2,-0.07785019997380518
pp431,424,trial6,cheek,diff_bin3,0.22555814208711397
pp431,424,trial6,cheek,diff_bin4,-0.06875954182639385
pp431,424,trial6,cheek,diff_bin5,0.4092016388905255
pp431,424,trial6,cheek,diff_bin6,0.1805929403781058
pp431,424,trial7,brow,diff_bin1,-0.4363577794968655
pp431,424,trial7,brow,diff_bin2,0.3409207443217297
pp431,424,trial7,brow,diff_bin3,0.382267471574248
pp431,424,trial7,brow,diff_bin4,1.0166900565957364
pp431,424,trial7,brow,diff_bin5,0.3313330974225947
pp431,424,trial7,brow,diff_bin6,-0.22962414323427469
pp431,424,trial7,cheek,diff_bin1,0.18901247611195007
pp431,424,trial7,cheek,diff_bin2,-0.011897170058692702
pp431,424,trial7,cheek,diff_bin3,0.10365790733189265
pp431,424,trial7,cheek,diff_bin4,-0.09102860373112634
pp431,424,trial7,cheek,diff_bin5,0.19310022172185987
pp431,424,trial7,cheek,diff_bin6,0.05600821596861534
pp431,424,trial8,brow,diff_bin1,-0.16103251937671548
pp431,424,trial8,brow,diff_bin2,0.3176307520625816
pp431,424,trial8,brow,diff_bin3,0.6508414303362572
pp431,424,trial8,brow,diff_bin4,0.08672825590842215
pp431,424,trial8,brow,diff_bin5,-0.07238673408846652
pp431,424,trial8,brow,diff_bin6,0.10019091009595726
pp431,424,trial8,cheek,diff_bin1,0.34575006524416446
pp431,424,trial8,cheek,diff_bin2,-0.4937020518714974
pp431,424,trial8,cheek,diff_bin3,0.3911423448527153
pp431,424,trial8,cheek,diff_bin4,1.1395048471087448
pp431,424,trial8,cheek,diff_bin5,-0.44629640502224455
pp431,424,trial8,cheek,diff_bin6,0.6314041689098033
pp431,434,trial1,brow,diff_bin1,0.1793688940713106
pp431,434,trial1,brow,diff_bin2,1.461397078600598
pp431,434,trial1,brow,diff_bin3,0.6267125189734345
pp431,434,trial1,brow,diff_bin4,0.72758255405808
pp431,434,trial1,brow,diff_bin5,0.8759114412934422
pp431,434,trial1,brow,diff_bin6,-0.14545259316562215
pp431,434,trial1,cheek,diff_bin1,0.07608087724712786
pp431,434,trial1,cheek,diff_bin2,-0.1260489914936374
pp431,434,trial1,cheek,diff_bin3,0.07412852113493207
pp431,434,trial1,cheek,diff_bin4,-0.002440445140244718
pp431,434,trial1,cheek,diff_bin5,0.2794919796865213
pp431,434,trial1,cheek,diff_bin6,0.15997117894303836
pp431,434,trial2,brow,diff_bin1,0.2312220843841306
pp431,434,trial2,brow,diff_bin2,0.062279756315628765
pp431,434,trial2,brow,diff_bin3,0.1126149025360858
pp431,434,trial2,brow,diff_bin4,-0.2690932896357126
pp431,434,trial2,brow,diff_bin5,0.267854885244574
pp431,434,trial2,brow,diff_bin6,-0.20377744513535784
pp431,434,trial2,cheek,diff_bin1,0.05466597114148064
pp431,434,trial2,cheek,diff_bin2,-0.03111567553811967
pp431,434,trial2,cheek,diff_bin3,-0.25618572859718475
pp431,434,trial2,cheek,diff_bin4,-0.24843731527690782
pp431,434,trial2,cheek,diff_bin5,0.2143931055704946
pp431,434,trial2,cheek,diff_bin6,-0.12769629196330273
pp431,434,trial3,brow,diff_bin1,0.6040617031742291
pp431,434,trial3,brow,diff_bin2,1.248311626267331
pp431,434,trial3,brow,diff_bin3,0.7380490685896358
pp431,434,trial3,brow,diff_bin4,0.30532660520869187
pp431,434,trial3,brow,diff_bin5,1.1943411639309518
pp431,434,trial3,brow,diff_bin6,-0.17205831331072052
pp431,434,trial3,cheek,diff_bin1,-0.12952662581848606
pp431,434,trial3,cheek,diff_bin2,-0.34575006524416424
pp431,434,trial3,cheek,diff_bin3,-0.119032711715434
pp431,434,trial3,cheek,diff_bin4,-0.29895452967997244
pp431,434,trial3,cheek,diff_bin5,-0.347763432484866
pp431,434,trial3,cheek,diff_bin6,0.23904160148696607
pp431,434,trial4,brow,diff_bin1,-0.12412007881504716
pp431,434,trial4,brow,diff_bin2,-0.32450189900696114
pp431,434,trial4,brow,diff_bin3,-0.07598210167564201
pp431,434,trial4,brow,diff_bin4,-0.2992144803104936
pp431,434,trial4,brow,diff_bin5,-0.4222160003206419
pp431,434,trial4,brow,diff_bin6,0.025607006926438802
pp431,434,trial4,cheek,diff_bin1,-0.3165257346897341
pp431,434,trial4,cheek,diff_bin2,0.2954158842266178
pp431,434,trial4,cheek,diff_bin3,-0.07797222223081718
pp431,434,trial4,cheek,diff_bin4,0.29559891761213625
pp431,434,trial4,cheek,diff_bin5,-0.06595302991511226
pp431,434,trial4,cheek,diff_bin6,0.49827788650945637
pp431,434,trial5,brow,diff_bin1,-0.3934530596232383
pp431,434,trial5,brow,diff_bin2,-0.3511875162095529
pp431,434,trial5,brow,diff_bin3,0.17385599710430824
pp431,434,trial5,brow,diff_bin4,-0.03914955817146677
pp431,434,trial5,brow,diff_bin5,-0.34335760457525977
pp431,434,trial5,brow,diff_bin6,-0.5134983885061531
pp431,434,trial5,cheek,diff_bin1,0.19560167799061084
pp431,434,trial5,cheek,diff_bin2,0.0016473004696652138
pp431,434,trial5,cheek,diff_bin3,0.1808979960206365
pp431,434,trial5,cheek,diff_bin4,0.36637182667923196
pp431,434,trial5,cheek,diff_bin5,0.08925928100444908
